date	description	amount	type	pending
2012-01-23	STINAS BAGER/12-01-21	-30		
2012-01-23	WIGGO       /12-01-20	-216		
2012-01-23	GRAPPA MATSA/12-01-20	-390		
2012-01-20	TAXI STOCKHO/12-01-18	-96		
2012-01-20	THE QUEENS H/12-01-18	-380		
2012-01-18	ICA MATHORNA/12-01-17	-13.9		
2012-01-18	NYLAGAT     /12-01-17	-79		
2012-01-17	COS SE0801  /12-01-14	-145		
2012-01-16	HAIR & FACE /12-01-14	-159		
2012-01-16	STORSTAD  OL/12-01-13	-212		
2012-01-16	CAFE FRESCO /12-01-13	-400		
2012-01-16	GARDEROB	2672		
2012-01-11	MCDONALDS KU/12-01-10	-86		
2012-01-11	IKEA-KUNGENS/12-01-10	-2672		
2012-01-10	TAX FREE SHO/12-01-08	-7.48		
2012-01-10	STOCKHOLM   /12-01-08	-260.23		
2012-01-10	ICA SUPERMAR/12-01-09	-140.58		
2012-01-09	ZURICH FLUGH/12-01-08	-81.64		
2012-01-09	ENGELBERG   /12-01-07	-445.29		
2012-01-09	ENGELBERG   /12-01-06	-363.65		
2012-01-09	UTTAGSAVGIFT/12-01-05	-35		
2012-01-09	ENGELBERG   /12-01-05	-2229.43		
2012-01-09	FAC FLYGBUSS/12-01-04	-198		
2012-01-05	UBS ZUERICH /12-01-04	-2261.79		
2012-01-05	ICA DALASTAN/12-01-03	-71.9		
2012-01-04	TELE2 SVERIGE AB ATT: KU	-429		
2012-01-03	ENGELBERG	3000		
2012-01-03	SUSHI HUSET /12-01-02	-75		
2012-01-03	ICA SUPERMAR/12-01-02	-148.06		
2012-01-02	TRANAN RESTA/11-12-30	-142		
2012-01-02	GRAPPA MATSA/11-12-30	-880		
2012-01-02	MELANDERS FI/11-12-30	-280		
2012-01-02	TRÄNGSELSKATT TRANSPORTS	-40		
2011-12-30	WILLY OHLSSO/11-12-29	-90		
2011-12-30	FÖRENINGEN NAVIGATÖRERNA	-250		
2011-12-30	ENTERCARD SVERIGE AB	-12395.76		
2011-12-29	REST ABERDEE/11-12-28	-165		
2011-12-29	SYSTEMBOLAGE/11-12-28	-159		
2011-12-29	THE SHIRT FA/11-12-28	-1078		
2011-12-29	FÖRSÄKR	-500		
2011-12-29	NICKEFÖDELSE	-435		
2011-12-29	CIVILEKONOMERNAS RIKSFÖR	-819		
2011-12-28	SL CENTER ST/11-12-27	-200		
2011-12-28	NYÅR	-1800		
2011-12-28	52110140771	-7000		
2011-12-27	KAP FÖRSÄKR	-1750		
2011-12-27	52112520695	-1000		
2011-12-27	FONDER	-1700		
2011-12-27	FONDER	-800		
2011-12-27	SPÅNGBERGS B/11-12-25	-225		
2011-12-27	JOHN CEDERGÅ	600		
2011-12-27	STINA&ERIK	1200		
2011-12-27	NK PRESS & T/11-12-23	-1495		
2011-12-27	AXELSONS SPA/11-12-23	-845		
2011-12-27	TOMMY HILFIG/11-12-23	-1899		
2011-12-23	SYSTEMBOLAGE/11-12-22	-200		
2011-12-23	PRISXTRA I C/11-12-22	-1300.79		
2011-12-23	ROSLAGSHALLE/11-12-22	-240		
2011-12-23	TABBOULI    /11-12-22	-105		
2011-12-23	LÖN	25458		
2011-12-22	MARKUS KROON	10000		
2011-12-22	NICKEEMMA	-1200		
2011-12-22	AKADEMI ODEN/11-12-20	-498		
2011-12-22	MRKUTDEC2012	1621.23		
2011-12-21	PRESSBYRAN 8/11-12-20	-200		
2011-12-20	WIGGO       /11-12-19	-214		
2011-12-20	RIZZO 411 BI/11-12-19	-499		
2011-12-20	NICKEMMA	1200		
2011-12-19	MKRUTLDEC11	3584		
2011-12-19	RESTAURANG 1/11-12-16	-207		
2011-12-19	VAPIANO     /11-12-16	-160		
2011-12-19	PRESSBYRAN 8/11-12-16	-200		
2011-12-16	SYSTEMBOLAGE/11-12-15	-359		
2011-12-16	CAFE FRESCO /11-12-15	-190		
2011-12-16	RISTORANTE I/11-12-14	-390		
2011-12-16	BR-LEKSAKER /11-12-15	-595.1		
2011-12-16	TAXI STOCKHO/11-12-14	-220		
2011-12-16	CERVERA REGE/11-12-15	-999		
2011-12-16	RICHE MED TE/11-12-14	-130		
2011-12-14	PRESSBYRAN 8/11-12-13	-200		
2011-12-13	KAJSAS FISK /11-12-12	-85		
2011-12-12	IKEA-KUNGENS/11-12-10	-59		
2011-12-12	ICA DALASTAN/11-12-08	-73.4		
2011-12-12	CLAS OHLSON /11-12-09	-265		
2011-12-09	SATS REGERIN/11-12-07	-10		
2011-12-09	SAX & FON   /11-12-08	-380		
2011-12-09	STORY HOTEL /11-12-07	-109		
2011-12-08	52113105306	-16000		
2011-12-08	CAFE SENSO  /11-12-06	-95		
2011-12-07	GATEAU STURE/11-12-06	-44		
2011-12-07	BRUNKEBERGS /11-12-06	-120		
2011-12-06	RESTAURANG K/11-12-04	-150		
2011-12-06	BRUNKEBERGS /11-12-05	-65		
2011-12-05	TAXI GOTEBOR/11-12-04	-83		
2011-12-05	BOLAGRET  GÖ/11-12-04	-179		
2011-12-05	LE PAIN FRAN/11-12-04	-92		
2011-12-05	SYSTEMBOLAGE/11-12-03	-361		
2011-12-05	ARJA TIPS O /11-12-03	-48		
2011-12-05	SYSTEMBOLAGE/11-12-02	-281		
2011-12-05	ICA DALASTAN/11-12-01	-95.71		
2011-12-05	CAFE FRESCO /11-12-02	-100		
2011-12-05	TELE2 SVERIGE AB ATT: KU	-2201		
2011-12-02	ICA DALASTAN/11-11-30	-148.24		
2011-12-02	CAFE STUREPL/11-11-30	-178		
2011-12-02	TRAKMKR11	16809		
2011-12-01	MAX I OREBRO/11-11-29	-85		
2011-11-30	APOTEKET VIT/11-11-29	-375.5		
2011-11-30	AB STORSTOCK/11-11-28	-36		
2011-11-30	CENTRALA STUDIESTÖDSNÄMN	-2301		
2011-11-30	ENTERCARD SVERIGE AB	-11351.89		
2011-11-30	TRÄNGSELSKATT TRANSPORTS	-20		
2011-11-29	MIO CITY    /11-11-28	-50		
2011-11-29	HEMKÖP ODENP/11-11-28	-140.56		
2011-11-29	MKRUTLLNOV11	13051		
2011-11-28	52110140771	-7000		
2011-11-28	PRESSBYRAN 7/11-11-27	-125.5		
2011-11-28	CAFE FRESCO /11-11-25	-100		
2011-11-25	SVANSTROMS 0/11-11-24	-301.75		
2011-11-25	PRESSBYRAN 8/11-11-24	-200		
2011-11-25	PANDURO HOBB/11-11-24	-434.8		
2011-11-25	SWEDBANK ATM/11-11-24	-2500		
2011-11-25	PIZZAHORNET /11-11-24	-69		
2011-11-25	AB STORSTOCK/11-11-23	-36		
2011-11-25	KAP FÖRSÄKR	-1750		
2011-11-25	52112520695	-1000		
2011-11-25	FONDER	-1700		
2011-11-25	FONDER	-800		
2011-11-25	LÖN	25458		
2011-11-24	MARKUS KROON	3500		
2011-11-22	MCDONALD S H/11-11-21	-72		
2011-11-18	SCHIPHOL    /11-11-17	-760.03		
2011-11-16	MADISON HEIG/11-11-14	-817.01		
2011-11-16	TROY        /11-11-14	-363.19		
2011-11-15	TROY        /11-11-14	-1189.54		
2011-11-15	AUBURN HILLS/11-11-13	-505.46		
2011-11-15	AUBURN HILLS/11-11-13	-547.7		
2011-11-14	SCHIPHOL    /11-11-12	-110.65		
2011-11-08	STAROMESTSKE/11-11-07	-241.49		
2011-11-08	HAGA FORUM  /11-11-06	-490		
2011-11-07	FRANKFURT   /11-11-05	-118.9		
2011-11-07	DUTY FREE AM/11-11-04	-225.61		
2011-11-07	DETROIT     /11-11-04	-202.06		
2011-11-07	TAXI STOCKHO/11-11-06	-320		
2011-11-07	PRISXTRA I C/11-11-06	-319.02		
2011-11-07	MQ STUREGALL/11-11-06	-300		
2011-11-07	ESCHBORN    /11-11-05	-115.67		
2011-11-04	TROY        /11-11-02	-135.83		
2011-11-04	TROY        /11-11-02	-507.59		
2011-11-04	TELE2 SVERIGE AB ATT: KU	-911		
2011-11-01	ARLANDA WALK/11-10-28	-65		
2011-10-31	POLO FACTORY/11-10-29	-2431.43		
2011-10-31	AUBURN HILLS/11-10-29	-612.18		
2011-10-31	AUBURN HILLS/11-10-29	-730.47		
2011-10-31	TROY        /11-10-29	-473.7		
2011-10-31	TROY        /11-10-29	-71.44		
2011-10-31	FRANKFURT AM/11-10-28	-61.51		
2011-10-31	AUBURN HILLS/11-10-29	-171.96		
2011-10-28	ICA DALASTAN/11-10-26	-51.8		
2011-10-28	GREV TURE CA/11-10-27	-100		
2011-10-28	SAX & FON   /11-10-27	-380		
2011-10-28	EUROFLORIST /11-10-27	-519		
2011-10-28	KRITA	-6000		
2011-10-27	GEM UTG	-7000		
2011-10-27	FONDUEBODEN /11-10-26	-280		
2011-10-27	MQ STUREGALL/11-10-26	-2100		
2011-10-27	WOKHOUSE    /11-10-25	-258		
2011-10-27	FURNITUREBOX	2274		
2011-10-27	KAP FÖRSÄKR	-1750		
2011-10-27	52112520695	-1000		
2011-10-27	FONDER	-1700		
2011-10-27	FONDER	-800		
2011-10-26	APOTEKET VIG/11-10-25	-33		
2011-10-26	CLAS OHLSON /11-10-25	-443		
2011-10-26	FURNITUREBOX/11-10-25	-2274		
2011-10-26	HELENES KROG/11-10-24	-280		
2011-10-25	SWEDBANK ATM/11-10-22	-700		
2011-10-25	ICA MATHORNA/11-10-24	-27.47		
2011-10-25	OKQ8        /11-10-21	-777.46		
2011-10-25	TAXI KURIR  /11-10-23	-113		
2011-10-25	LÖN	25458		
2011-10-25	CIVILEKONOMERNAS RIKSFÖR	-819		
2011-10-24	MCDONALDS MO/11-10-22	-87		
2011-10-24	MARKUS KROON	4447		
2011-10-24	QPARKSTOCKHO/11-10-21	-10		
2011-10-24	SYSTEMBOLAGE/11-10-21	-501.2		
2011-10-24	SUBWAY LILJE/11-10-21	-64		
2011-10-24	GREV TURE CA/11-10-21	-200		
2011-10-24	SJ KUNDBOKNI/11-10-21	-698		
2011-10-24	NELLY       /11-10-17	-223		
2011-10-24	TEKNIKMAGASI/11-10-21	-109.9		
2011-10-24	OPERAKALLARE/11-10-20	-100		
2011-10-21	7-ELEVEN 161/11-10-20	-55		
2011-10-21	ICA DALASTAN/11-10-19	-43.9		
2011-10-20	HEMKÖP ODENP/11-10-19	-371.23		
2011-10-20	ICA DALASTAN/11-10-18	-119.06		
2011-10-19	7-ELEVEN 191/11-10-18	-30		
2011-10-19	7-ELEVEN 191/11-10-18	-200		
2011-10-19	ICA DALASTAN/11-10-17	-151.8		
2011-10-19	VURMA       /11-10-18	-95		
2011-10-19	OKQ8        /11-10-16	-100.53		
2011-10-18	CERVERA SVEA/11-10-17	-1248		
2011-10-18	ICA DALASTAN/11-10-16	-54.8		
2011-10-18	SWEDBANK ATM/11-10-16	-2000		
2011-10-18	CLAS OHLSON /11-10-17	-185		
2011-10-18	ZARA        /11-10-17	-798		
2011-10-18	AUT17:17	-300		
2011-10-17	CLAS OHLSON /11-10-15	-477		
2011-10-17	ICA DALASTAN/11-10-15	-36.9		
2011-10-17	CLAS OHLSON /11-10-15	-498		
2011-10-17	EAST 4      /11-10-14	-129		
2011-10-17	K-RAUTA KUNG/11-10-16	-1248.2		
2011-10-17	ICA DALASTAN/11-10-14	-52.78		
2011-10-17	CIAO CIAO QU/11-10-15	-65		
2011-10-17	IZETTLE     /11-10-15	-99		
2011-10-17	CLAS OHLSON /11-10-14	-187		
2011-10-17	CLAS OHLSON /11-10-14	-295		
2011-10-17	FLÜGGER AB  /11-10-14	-1413		
2011-10-17	STATOIL ROND/11-10-13	-69		
2011-10-17	CLAS FLUGGER	2870		
2011-10-17	SKATT NOR	-19000		
2011-10-17	MARKUS KROON	9934		
2011-10-17	DEP JENNIFER	-6500		
2011-10-13	OSLO        /11-10-11	-179.16		
2011-10-13	DEP/JENNIFER	6500		
2011-10-12	TRAFIKKONTOR/11-10-07	-36		
2011-10-11	ICA DALASTAN/11-10-09	-44.1		
2011-10-10	ELGIGANTEN S/11-10-08	-3305		
2011-10-10	IKEA-KUNGENS/11-10-08	-6629		
2011-10-10	GREV TURE CA/11-10-07	-110		
2011-10-10	MY WAY HAMMA/11-10-07	-200		
2011-10-10	COOP KONSUM /11-10-05	-193.9		
2011-10-07	APOTEKET ELE/11-10-06	-99		
2011-10-07	MKRUTLOKT11	490		
2011-10-06	7-ELEVEN 171/11-10-05	-19		
2011-10-06	STORY HOTEL /11-10-04	-109		
2011-10-06	AUT13:00	-300		
2011-10-04	FAC FLYGBUSS/11-10-02	-79		
2011-10-04	TAXI GOTEBOR/11-10-01	-94		
2011-10-04	FAC FLYGBUSS/11-10-02	-80		
2011-10-04	CC CASINO RE/11-10-02	-200		
2011-10-03	CAFE KRONHUS/11-10-02	-50		
2011-10-03	RESTAURANG F/11-10-01	-85		
2011-10-03	RESTAURANG F/11-10-01	-35		
2011-10-03	EAST 4      /11-09-29	-147		
2011-10-03	AB STORSTOCK/11-09-29	-300		
2011-10-03	FAB STOCKHOL/11-09-28	-118		
